alpha,frames_tested,frames_feedback_success,gen,count,pct_among_feedback_success,cumulative_pct,is_overflow
0.030000,5512,1464,1,414,28.278689,28.278689,0
0.030000,5512,1464,2,170,11.612022,39.890710,0
0.030000,5512,1464,3,155,10.587432,50.478142,0
0.030000,5512,1464,4,118,8.060109,58.538251,0
0.030000,5512,1464,5,97,6.625683,65.163934,0
0.030000,5512,1464,6,96,6.557377,71.721311,0
0.030000,5512,1464,7,65,4.439891,76.161202,0
0.030000,5512,1464,8,53,3.620219,79.781421,0
0.030000,5512,1464,9,39,2.663934,82.445355,0
0.030000,5512,1464,10,45,3.073770,85.519126,0
0.030000,5512,1464,11,42,2.868852,88.387978,0
0.030000,5512,1464,12,38,2.595628,90.983607,0
0.030000,5512,1464,13,24,1.639344,92.622951,0
0.030000,5512,1464,14,25,1.707650,94.330601,0
0.030000,5512,1464,15,15,1.024590,95.355191,0
0.030000,5512,1464,16,13,0.887978,96.243169,0
0.030000,5512,1464,17,14,0.956284,97.199454,0
0.030000,5512,1464,18,8,0.546448,97.745902,0
0.030000,5512,1464,19,9,0.614754,98.360656,0
0.030000,5512,1464,20,11,0.751366,99.112022,0
0.030000,5512,1464,21,9,0.614754,99.726776,0
0.030000,5512,1464,22,4,0.273224,100.000000,0
0.027500,8722,1580,1,505,31.962025,31.962025,0
0.027500,8722,1580,2,222,14.050633,46.012658,0
0.027500,8722,1580,3,172,10.886076,56.898734,0
0.027500,8722,1580,4,118,7.468354,64.367089,0
0.027500,8722,1580,5,102,6.455696,70.822785,0
0.027500,8722,1580,6,92,5.822785,76.645570,0
0.027500,8722,1580,7,67,4.240506,80.886076,0
0.027500,8722,1580,8,49,3.101266,83.987342,0
0.027500,8722,1580,9,32,2.025316,86.012658,0
0.027500,8722,1580,10,39,2.468354,88.481013,0
0.027500,8722,1580,11,31,1.962025,90.443038,0
0.027500,8722,1580,12,22,1.392405,91.835443,0
0.027500,8722,1580,13,26,1.645570,93.481013,0
0.027500,8722,1580,14,19,1.202532,94.683544,0
0.027500,8722,1580,15,19,1.202532,95.886076,0
0.027500,8722,1580,16,8,0.506329,96.392405,0
0.027500,8722,1580,17,9,0.569620,96.962025,0
0.027500,8722,1580,18,10,0.632911,97.594937,0
0.027500,8722,1580,19,6,0.379747,97.974684,0
0.027500,8722,1580,20,12,0.759494,98.734177,0
0.027500,8722,1580,21,11,0.696203,99.430380,0
0.027500,8722,1580,22,7,0.443038,99.873418,0
0.027500,8722,1580,23,2,0.126582,100.000000,0
0.025000,19137,2073,1,680,32.802701,32.802701,0
0.025000,19137,2073,2,275,13.265798,46.068500,0
0.025000,19137,2073,3,197,9.503136,55.571635,0
0.025000,19137,2073,4,174,8.393632,63.965268,0
0.025000,19137,2073,5,123,5.933430,69.898698,0
0.025000,19137,2073,6,107,5.161602,75.060299,0
0.025000,19137,2073,7,82,3.955620,79.015919,0
0.025000,19137,2073,8,84,4.052098,83.068017,0
0.025000,19137,2073,9,64,3.087313,86.155330,0
0.025000,19137,2073,10,55,2.653160,88.808490,0
0.025000,19137,2073,11,39,1.881331,90.689822,0
0.025000,19137,2073,12,35,1.688374,92.378196,0
0.025000,19137,2073,13,17,0.820068,93.198263,0
0.025000,19137,2073,14,21,1.013025,94.211288,0
0.025000,19137,2073,15,23,1.109503,95.320791,0
0.025000,19137,2073,16,21,1.013025,96.333816,0
0.025000,19137,2073,17,15,0.723589,97.057405,0
0.025000,19137,2073,18,14,0.675350,97.732754,0
0.025000,19137,2073,19,9,0.434153,98.166908,0
0.025000,19137,2073,20,11,0.530632,98.697540,0
0.025000,19137,2073,21,13,0.627110,99.324650,0
0.025000,19137,2073,22,7,0.337675,99.662325,0
0.025000,19137,2073,23,7,0.337675,100.000000,0
0.022500,34442,1973,1,656,33.248860,33.248860,0
0.022500,34442,1973,2,302,15.306640,48.555499,0
0.022500,34442,1973,3,184,9.325900,57.881399,0
0.022500,34442,1973,4,160,8.109478,65.990877,0
0.022500,34442,1973,5,109,5.524582,71.515459,0
0.022500,34442,1973,6,100,5.068424,76.583882,0
0.022500,34442,1973,7,94,4.764318,81.348201,0
0.022500,34442,1973,8,64,3.243791,84.591992,0
0.022500,34442,1973,9,61,3.091738,87.683730,0
0.022500,34442,1973,10,53,2.686265,90.369995,0
0.022500,34442,1973,11,36,1.824633,92.194627,0
0.022500,34442,1973,12,35,1.773948,93.968576,0
0.022500,34442,1973,13,16,0.810948,94.779524,0
0.022500,34442,1973,14,23,1.165737,95.945261,0
0.022500,34442,1973,15,18,0.912316,96.857577,0
0.022500,34442,1973,16,9,0.456158,97.313735,0
0.022500,34442,1973,17,10,0.506842,97.820578,0
0.022500,34442,1973,18,9,0.456158,98.276736,0
0.022500,34442,1973,19,5,0.253421,98.530157,0
0.022500,34442,1973,20,12,0.608211,99.138368,0
0.022500,34442,1973,21,8,0.405474,99.543842,0
0.022500,34442,1973,22,9,0.456158,100.000000,0
0.020000,91774,2443,1,845,34.588621,34.588621,0
0.020000,91774,2443,2,343,14.040115,48.628735,0
0.020000,91774,2443,3,251,10.274253,58.902988,0
0.020000,91774,2443,4,202,8.268522,67.171510,0
0.020000,91774,2443,5,133,5.444126,72.615637,0
0.020000,91774,2443,6,114,4.666394,77.282030,0
0.020000,91774,2443,7,90,3.683995,80.966025,0
0.020000,91774,2443,8,77,3.151862,84.117888,0
0.020000,91774,2443,9,71,2.906263,87.024151,0
0.020000,91774,2443,10,51,2.087597,89.111748,0
0.020000,91774,2443,11,41,1.678264,90.790012,0
0.020000,91774,2443,12,35,1.432665,92.222677,0
0.020000,91774,2443,13,35,1.432665,93.655342,0
0.020000,91774,2443,14,25,1.023332,94.678674,0
0.020000,91774,2443,15,27,1.105199,95.783872,0
0.020000,91774,2443,16,30,1.227998,97.011871,0
0.020000,91774,2443,17,14,0.573066,97.584937,0
0.020000,91774,2443,18,17,0.695866,98.280802,0
0.020000,91774,2443,19,12,0.491199,98.772002,0
0.020000,91774,2443,20,14,0.573066,99.345068,0
0.020000,91774,2443,21,8,0.327466,99.672534,0
0.020000,91774,2443,22,6,0.245600,99.918133,0
0.020000,91774,2443,23,2,0.081867,100.000000,0
0.017500,168215,2032,1,618,30.413386,30.413386,0
0.017500,168215,2032,2,277,13.631890,44.045276,0
0.017500,168215,2032,3,218,10.728346,54.773622,0
0.017500,168215,2032,4,160,7.874016,62.647638,0
0.017500,168215,2032,5,132,6.496063,69.143701,0
0.017500,168215,2032,6,113,5.561024,74.704724,0
0.017500,168215,2032,7,100,4.921260,79.625984,0
0.017500,168215,2032,8,71,3.494094,83.120079,0
0.017500,168215,2032,9,51,2.509843,85.629921,0
0.017500,168215,2032,10,50,2.460630,88.090551,0
0.017500,168215,2032,11,43,2.116142,90.206693,0
0.017500,168215,2032,12,31,1.525591,91.732283,0
0.017500,168215,2032,13,27,1.328740,93.061024,0
0.017500,168215,2032,14,26,1.279528,94.340551,0
0.017500,168215,2032,15,28,1.377953,95.718504,0
0.017500,168215,2032,16,25,1.230315,96.948819,0
0.017500,168215,2032,17,10,0.492126,97.440945,0
0.017500,168215,2032,18,13,0.639764,98.080709,0
0.017500,168215,2032,19,16,0.787402,98.868110,0
0.017500,168215,2032,20,10,0.492126,99.360236,0
0.017500,168215,2032,21,7,0.344488,99.704724,0
0.017500,168215,2032,22,4,0.196850,99.901575,0
0.017500,168215,2032,23,2,0.098425,100.000000,0
0.015000,404782,1753,1,520,29.663434,29.663434,0
0.015000,404782,1753,2,207,11.808329,41.471763,0
0.015000,404782,1753,3,211,12.036509,53.508272,0
0.015000,404782,1753,4,144,8.214489,61.722761,0
0.015000,404782,1753,5,129,7.358813,69.081574,0
0.015000,404782,1753,6,83,4.734740,73.816315,0
0.015000,404782,1753,7,82,4.677695,78.494010,0
0.015000,404782,1753,8,67,3.822019,82.316030,0
0.015000,404782,1753,9,53,3.023388,85.339418,0
0.015000,404782,1753,10,50,2.852253,88.191671,0
0.015000,404782,1753,11,30,1.711352,89.903023,0
0.015000,404782,1753,12,25,1.426127,91.329150,0
0.015000,404782,1753,13,30,1.711352,93.040502,0
0.015000,404782,1753,14,18,1.026811,94.067313,0
0.015000,404782,1753,15,19,1.083856,95.151169,0
0.015000,404782,1753,16,11,0.627496,95.778665,0
0.015000,404782,1753,17,18,1.026811,96.805476,0
0.015000,404782,1753,18,11,0.627496,97.432972,0
0.015000,404782,1753,19,14,0.798631,98.231603,0
0.015000,404782,1753,20,10,0.570451,98.802054,0
0.015000,404782,1753,21,11,0.627496,99.429549,0
0.015000,404782,1753,22,7,0.399315,99.828865,0
