result_file,nb_monte_carlo,max_iterations,nbframes_stop,alpha,alpha_max,alpha_min,alpha_step,frames_tested,frames_decoded_clean,frames_baseline_only_decoded,frames_ml_needed,frames_ml_escaped,frames_ml_no_escape,frames_ml_invoked_decoded_clean,ml_escape_effectiveness_pct,stagnation_events,ml_calls,ml_escapes
results/IRISC_P_dv3_R050_L54_N1296/ml_feedback/simulation.res,5000000,100,100,0.020000,0.020000,0.003000,0.001000,113058,112958,105893,7165,2962,4203,7065,41.339846,6883,13119,6389
results/IRISC_P_dv3_R050_L54_N1296/ml_feedback/simulation.res,5000000,100,100,0.020000,0.020000,0.003000,0.001000,172656,172556,161726,10930,4578,6352,10830,41.884721,9782,18537,8569
results/IRISC_P_dv3_R050_L54_N1296/ml_feedback/simulation.res,5000000,100,100,0.020000,0.020000,0.003000,0.001000,13012,12912,12190,822,341,481,722,41.484185,648,1101,443
results/IRISC_P_dv3_R050_L54_N1296/ml_feedback/simulation.res,5000000,100,100,0.020000,0.020000,0.003000,0.001000,65117,65017,60913,4204,1819,2385,4104,43.268316,4545,8537,4363
results/IRISC_P_dv3_R050_L54_N1296/ml_feedback/simulation.res,5000000,100,100,0.020000,0.020000,0.003000,0.001000,113058,112958,105893,7165,2962,4203,7065,41.339846,6883,13119,6389
results/IRISC_P_dv3_R050_L54_N1296/ml_feedback/simulation.res,1000000,1000,100,0.020000,0.020000,0.003000,0.001000,1000000,999991,936253,63747,26586,37161,63738,41.705492,65329,124741,61873
results/IRISC_P_dv3_R050_L54_N1296/ml_feedback/simulation.res,1000000,500,100,0.020000,0.020000,0.003000,0.001000,348577,348477,326266,22311,9326,12985,22211,41.800009,26480,51331,25779
results/IRISC_P_dv3_R050_L54_N1296/ml_feedback/simulation.res,1000000,500,100,0.019000,0.020000,0.003000,0.001000,541084,540984,513836,27248,10883,16365,27148,39.940546,31080,58709,28792
results/IRISC_P_dv3_R050_L54_N1296/ml_feedback/simulation.res,1000000,500,100,0.018000,0.020000,0.003000,0.001000,756370,756270,727111,29259,11383,17876,29159,38.904269,33253,60664,29439
results/IRISC_P_dv3_R050_L54_N1296/ml_feedback/simulation.res,1000000,500,100,0.017000,0.020000,0.003000,0.001000,1000000,999920,970570,29430,11053,18377,29350,37.556915,32832,57806,27420
results/IRISC_P_dv3_R050_L54_N1296/ml_feedback/simulation.res,1000000,500,100,0.016000,0.020000,0.003000,0.001000,1000000,999932,977972,22028,8134,13894,21960,36.925731,25090,42849,20058
results/IRISC_P_dv3_R050_L54_N1296/ml_feedback/simulation.res,1000000,1000,100,0.020000,0.020000,0.003000,0.001000,431853,431753,404122,27731,11593,16138,27631,41.805200,36482,71815,37097
results/IRISC_P_dv3_R050_L54_N1296/ml_feedback/simulation.res,1000000,1000,100,0.020000,0.020000,0.003000,0.001000,1000000,999923,935715,64285,26709,37576,64208,41.547795,72406,140020,69476
results/IRISC_P_dv3_R050_L54_N1296/ml_feedback/simulation.res,1000000,1000,100,0.020000,0.020000,0.003000,0.001000,1000000,999991,936253,63747,26586,37161,63738,41.705492,65329,124741,61873
results/IRISC_P_dv3_R050_L54_N1296/ml_feedback/simulation.res,1000000,1000,100,0.019000,0.020000,0.003000,0.001000,1000000,999989,949842,50158,20067,30091,50147,40.007576,51844,95569,46872
results/IRISC_P_dv3_R050_L54_N1296/ml_feedback/simulation.res,1000000,1000,100,0.018000,0.020000,0.003000,0.001000,1000000,999996,961245,38755,15100,23655,38751,38.962714,39768,70802,34027
results/IRISC_P_dv3_R050_L54_N1296/ml_feedback/simulation.res,1000000,1000,100,0.017000,0.020000,0.003000,0.001000,1000000,999999,970633,29367,11085,18282,29366,37.746450,29903,51271,23932
