result_file,nb_monte_carlo,max_iterations,nbframes_stop,alpha,alpha_max,alpha_min,alpha_step,frames_tested,frames_decoded_clean,frames_decoded_clean_without_ml_invocation,frames_with_ml_invocation,frames_with_applied_ml_escape,frames_with_ml_invocation_no_applied_escape,frames_with_ml_invocation_decoded_clean,applied_ml_escape_frame_rate_pct,total_stagnation_events,total_ml_predict_calls,total_applied_ml_escape_actions
results/IRISC_P_dv3_R050_L54_N1296/ml_feedback/feedback_min_5_win/simulation.res,10000000,100,100,0.030000,0.030000,0.004000,0.002500,9348,9248,99,9249,6365,2884,9149,68.818251,2261,68067,14595
results/IRISC_P_dv3_R050_L54_N1296/ml_feedback/feedback_min_5_win/simulation.res,10000000,100,100,0.027500,0.030000,0.004000,0.002500,20178,20078,552,19626,12188,7438,19526,62.101294,3435,115840,23653
results/IRISC_P_dv3_R050_L54_N1296/ml_feedback/feedback_min_5_win/simulation.res,10000000,100,100,0.025000,0.030000,0.004000,0.002500,49077,48977,2887,46190,25004,21186,46090,54.132929,5335,220600,41944
results/IRISC_P_dv3_R050_L54_N1296/ml_feedback/feedback_min_5_win/simulation.res,10000000,100,100,0.022500,0.030000,0.004000,0.002500,125451,125351,13959,111492,52011,59481,111392,46.649984,8247,440898,76747
results/IRISC_P_dv3_R050_L54_N1296/ml_feedback/feedback_min_5_win/simulation.res,10000000,100,100,0.020000,0.030000,0.004000,0.002500,279324,279224,55942,223382,86721,136661,223282,38.821839,10317,744841,115529
results/IRISC_P_dv3_R050_L54_N1296/ml_feedback/feedback_min_5_win/simulation.res,10000000,100,100,0.017500,0.030000,0.004000,0.002500,744242,744142,244467,499775,156831,342944,499675,31.380321,13856,1426510,192466
results/IRISC_P_dv3_R050_L54_N1296/ml_feedback/feedback_min_5_win/simulation.res,10000000,100,100,0.015000,0.030000,0.004000,0.002500,1801115,1801015,879672,921443,228101,693342,921343,24.754760,15376,2263763,262969
results/IRISC_P_dv3_R050_L54_N1296/ml_feedback/feedback_min_5_win/simulation.res,10000000,100,100,0.012500,0.030000,0.004000,0.002500,7726720,7726620,5097704,2629016,514988,2114028,2628916,19.588622,24933,5594389,564751
results/IRISC_P_dv3_R050_L54_N1296/ml_feedback/feedback_min_5_win/simulation.res,10000000,100,100,0.010000,0.030000,0.004000,0.002500,10000000,9999972,8140526,1859474,280535,1578939,1859446,15.086793,10428,3422312,296214
results/IRISC_P_dv3_R050_L54_N1296/ml_feedback/feedback_min_5_win/simulation.res,10000000,100,100,0.007500,0.030000,0.004000,0.002500,10000000,9999989,9227346,772654,91396,681258,772643,11.828839,2159,1225510,93950
results/IRISC_P_dv3_R050_L54_N1296/ml_feedback/feedback_min_5_win/simulation.res,10000000,100,100,0.005000,0.030000,0.004000,0.002500,10000000,10000000,9796562,203438,18494,184944,203438,9.090730,216,278205,18722
