alpha,frames_tested,frames_feedback_success,gen,count,pct_among_feedback_success,cumulative_pct,is_overflow
0.030000,3615,978,1,345,35.276074,35.276074,0
0.030000,3615,978,2,143,14.621677,49.897751,0
0.030000,3615,978,3,113,11.554192,61.451943,0
0.030000,3615,978,4,85,8.691207,70.143149,0
0.030000,3615,978,5,65,6.646217,76.789366,0
0.030000,3615,978,6,53,5.419223,82.208589,0
0.030000,3615,978,7,35,3.578732,85.787321,0
0.030000,3615,978,8,25,2.556237,88.343558,0
0.030000,3615,978,9,25,2.556237,90.899796,0
0.030000,3615,978,10,19,1.942740,92.842536,0
0.030000,3615,978,11,18,1.840491,94.683027,0
0.030000,3615,978,12,20,2.044990,96.728016,0
0.030000,3615,978,13,17,1.738241,98.466258,0
0.030000,3615,978,14,8,0.817996,99.284254,0
0.030000,3615,978,15,7,0.715746,100.000000,0
0.027500,6181,1089,1,393,36.088154,36.088154,0
0.027500,6181,1089,2,175,16.069789,52.157943,0
0.027500,6181,1089,3,132,12.121212,64.279155,0
0.027500,6181,1089,4,87,7.988981,72.268136,0
0.027500,6181,1089,5,67,6.152433,78.420569,0
0.027500,6181,1089,6,64,5.876951,84.297521,0
0.027500,6181,1089,7,45,4.132231,88.429752,0
0.027500,6181,1089,8,29,2.662994,91.092746,0
0.027500,6181,1089,9,18,1.652893,92.745638,0
0.027500,6181,1089,10,26,2.387511,95.133150,0
0.027500,6181,1089,11,20,1.836547,96.969697,0
0.027500,6181,1089,12,5,0.459137,97.428834,0
0.027500,6181,1089,13,15,1.377410,98.806244,0
0.027500,6181,1089,14,6,0.550964,99.357208,0
0.027500,6181,1089,15,7,0.642792,100.000000,0
0.025000,13795,1418,1,551,38.857546,38.857546,0
0.025000,13795,1418,2,264,18.617772,57.475317,0
0.025000,13795,1418,3,151,10.648801,68.124118,0
0.025000,13795,1418,4,126,8.885755,77.009873,0
0.025000,13795,1418,5,77,5.430183,82.440056,0
0.025000,13795,1418,6,57,4.019746,86.459803,0
0.025000,13795,1418,7,52,3.667137,90.126939,0
0.025000,13795,1418,8,26,1.833568,91.960508,0
0.025000,13795,1418,9,40,2.820874,94.781382,0
0.025000,13795,1418,10,28,1.974612,96.755994,0
0.025000,13795,1418,11,12,0.846262,97.602257,0
0.025000,13795,1418,12,13,0.916784,98.519041,0
0.025000,13795,1418,13,12,0.846262,99.365303,0
0.025000,13795,1418,14,5,0.352609,99.717913,0
0.025000,13795,1418,15,4,0.282087,100.000000,0
0.022500,22797,1300,1,516,39.692308,39.692308,0
0.022500,22797,1300,2,236,18.153846,57.846154,0
0.022500,22797,1300,3,132,10.153846,68.000000,0
0.022500,22797,1300,4,112,8.615385,76.615385,0
0.022500,22797,1300,5,74,5.692308,82.307692,0
0.022500,22797,1300,6,49,3.769231,86.076923,0
0.022500,22797,1300,7,44,3.384615,89.461538,0
0.022500,22797,1300,8,19,1.461538,90.923077,0
0.022500,22797,1300,9,25,1.923077,92.846154,0
0.022500,22797,1300,10,29,2.230769,95.076923,0
0.022500,22797,1300,11,10,0.769231,95.846154,0
0.022500,22797,1300,12,16,1.230769,97.076923,0
0.022500,22797,1300,13,15,1.153846,98.230769,0
0.022500,22797,1300,14,14,1.076923,99.307692,0
0.022500,22797,1300,15,9,0.692308,100.000000,0
0.020000,50568,1378,1,509,36.937591,36.937591,0
0.020000,50568,1378,2,230,16.690856,53.628447,0
0.020000,50568,1378,3,171,12.409289,66.037736,0
0.020000,50568,1378,4,117,8.490566,74.528302,0
0.020000,50568,1378,5,78,5.660377,80.188679,0
0.020000,50568,1378,6,58,4.208999,84.397678,0
0.020000,50568,1378,7,45,3.265602,87.663280,0
0.020000,50568,1378,8,38,2.757620,90.420900,0
0.020000,50568,1378,9,35,2.539913,92.960813,0
0.020000,50568,1378,10,26,1.886792,94.847605,0
0.020000,50568,1378,11,24,1.741655,96.589260,0
0.020000,50568,1378,12,18,1.306241,97.895501,0
0.020000,50568,1378,13,17,1.233672,99.129173,0
0.020000,50568,1378,14,7,0.507983,99.637155,0
