alpha,frames_tested,frames_feedback_success,gen,count,pct_among_feedback_success,cumulative_pct,is_overflow
0.030000,12974,926,1,134,14.470842,14.470842,0
0.030000,12974,926,2,123,13.282937,27.753780,0
0.030000,12974,926,3,92,9.935205,37.688985,0
0.030000,12974,926,4,70,7.559395,45.248380,0
0.030000,12974,926,5,73,7.883369,53.131749,0
0.030000,12974,926,6,59,6.371490,59.503240,0
0.030000,12974,926,7,54,5.831533,65.334773,0
0.030000,12974,926,8,33,3.563715,68.898488,0
0.030000,12974,926,9,33,3.563715,72.462203,0
0.030000,12974,926,10,40,4.319654,76.781857,0
0.030000,12974,926,11,25,2.699784,79.481641,0
0.030000,12974,926,12,31,3.347732,82.829374,0
0.030000,12974,926,13,27,2.915767,85.745140,0
0.030000,12974,926,14,20,2.159827,87.904968,0
0.030000,12974,926,15,19,2.051836,89.956803,0
0.030000,12974,926,16,10,1.079914,91.036717,0
0.030000,12974,926,17,12,1.295896,92.332613,0
0.030000,12974,926,18,9,0.971922,93.304536,0
0.030000,12974,926,19,12,1.295896,94.600432,0
0.030000,12974,926,20,10,1.079914,95.680346,0
0.030000,12974,926,21,10,1.079914,96.760259,0
0.030000,12974,926,22,7,0.755940,97.516199,0
0.030000,12974,926,23,4,0.431965,97.948164,0
0.030000,12974,926,24,5,0.539957,98.488121,0
0.030000,12974,926,25,9,0.971922,99.460043,0
0.030000,12974,926,26,3,0.323974,99.784017,0
0.030000,12974,926,27,2,0.215983,100.000000,0
0.027500,35669,1420,1,241,16.971831,16.971831,0
0.027500,35669,1420,2,171,12.042254,29.014085,0
0.027500,35669,1420,3,153,10.774648,39.788732,0
0.027500,35669,1420,4,119,8.380282,48.169014,0
0.027500,35669,1420,5,95,6.690141,54.859155,0
0.027500,35669,1420,6,87,6.126761,60.985915,0
0.027500,35669,1420,7,75,5.281690,66.267606,0
0.027500,35669,1420,8,69,4.859155,71.126761,0
0.027500,35669,1420,9,57,4.014085,75.140845,0
0.027500,35669,1420,10,35,2.464789,77.605634,0
0.027500,35669,1420,11,44,3.098592,80.704225,0
0.027500,35669,1420,12,40,2.816901,83.521127,0
0.027500,35669,1420,13,42,2.957746,86.478873,0
0.027500,35669,1420,14,18,1.267606,87.746479,0
0.027500,35669,1420,15,22,1.549296,89.295775,0
0.027500,35669,1420,16,25,1.760563,91.056338,0
0.027500,35669,1420,17,19,1.338028,92.394366,0
0.027500,35669,1420,18,18,1.267606,93.661972,0
0.027500,35669,1420,19,15,1.056338,94.718310,0
0.027500,35669,1420,20,14,0.985915,95.704225,0
0.027500,35669,1420,21,16,1.126761,96.830986,0
0.027500,35669,1420,22,12,0.845070,97.676056,0
0.027500,35669,1420,23,14,0.985915,98.661972,0
0.027500,35669,1420,24,4,0.281690,98.943662,0
0.027500,35669,1420,25,7,0.492958,99.436620,0
0.027500,35669,1420,26,3,0.211268,99.647887,0
0.027500,35669,1420,27,5,0.352113,100.000000,0
0.025000,69080,1493,1,252,16.878768,16.878768,0
0.025000,69080,1493,2,213,14.266577,31.145345,0
0.025000,69080,1493,3,143,9.578031,40.723376,0
0.025000,69080,1493,4,112,7.501674,48.225050,0
0.025000,69080,1493,5,109,7.300737,55.525787,0
0.025000,69080,1493,6,100,6.697924,62.223711,0
