alpha,frames_tested,frames_feedback_success,gen,count,pct_among_feedback_success,cumulative_pct,is_overflow
0.030000,11690,823,1,192,23.329283,23.329283,0
0.030000,11690,823,2,96,11.664642,34.993925,0
0.030000,11690,823,3,67,8.140948,43.134872,0
0.030000,11690,823,4,85,10.328068,53.462940,0
0.030000,11690,823,5,58,7.047388,60.510328,0
0.030000,11690,823,6,36,4.374241,64.884569,0
0.030000,11690,823,7,60,7.290401,72.174970,0
0.030000,11690,823,8,39,4.738761,76.913730,0
0.030000,11690,823,9,29,3.523694,80.437424,0
0.030000,11690,823,10,27,3.280680,83.718104,0
0.030000,11690,823,11,25,3.037667,86.755772,0
0.030000,11690,823,12,15,1.822600,88.578372,0
0.030000,11690,823,13,23,2.794654,91.373026,0
0.030000,11690,823,14,13,1.579587,92.952612,0
0.030000,11690,823,15,16,1.944107,94.896719,0
0.030000,11690,823,16,19,2.308627,97.205346,0
0.030000,11690,823,17,11,1.336574,98.541920,0
0.030000,11690,823,18,5,0.607533,99.149453,0
0.030000,11690,823,19,2,0.243013,99.392467,0
0.030000,11690,823,20,5,0.607533,100.000000,0
0.027500,22322,838,1,200,23.866348,23.866348,0
0.027500,22322,838,2,113,13.484487,37.350835,0
0.027500,22322,838,3,67,7.995227,45.346062,0
0.027500,22322,838,4,73,8.711217,54.057279,0
0.027500,22322,838,5,54,6.443914,60.501193,0
0.027500,22322,838,6,50,5.966587,66.467780,0
0.027500,22322,838,7,50,5.966587,72.434368,0
0.027500,22322,838,8,31,3.699284,76.133652,0
0.027500,22322,838,9,30,3.579952,79.713604,0
0.027500,22322,838,10,32,3.818616,83.532220,0
0.027500,22322,838,11,22,2.625298,86.157518,0
0.027500,22322,838,12,30,3.579952,89.737470,0
0.027500,22322,838,13,16,1.909308,91.646778,0
0.027500,22322,838,14,12,1.431981,93.078759,0
0.027500,22322,838,15,9,1.073986,94.152745,0
0.027500,22322,838,16,14,1.670644,95.823389,0
0.027500,22322,838,17,13,1.551313,97.374702,0
0.027500,22322,838,18,8,0.954654,98.329356,0
