result_file,nb_monte_carlo,max_iterations,nbframes_stop,alpha,alpha_max,alpha_min,alpha_step,frames_tested,frames_decoded_clean,frames_decoded_clean_without_ml_invocation,frames_with_ml_invocation,frames_with_applied_ml_escape,frames_with_ml_invocation_no_applied_escape,frames_with_ml_invocation_decoded_clean,applied_ml_escape_frame_rate_pct,total_stagnation_events,total_ml_predict_calls,total_applied_ml_escape_actions
results/IRISC_P_dv3_R050_L54_N1296/ml_feedback/feedback_max_4_win/simulation.res,10000000,100,100,0.030000,0.030000,0.004000,0.002500,12546,12446,158,12388,8580,3808,12288,69.260575,2951,92802,19752
results/IRISC_P_dv3_R050_L54_N1296/ml_feedback/feedback_max_4_win/simulation.res,10000000,100,100,0.027500,0.030000,0.004000,0.002500,25601,25501,717,24884,15491,9393,24784,62.252853,4193,146151,29520
results/IRISC_P_dv3_R050_L54_N1296/ml_feedback/feedback_max_4_win/simulation.res,10000000,100,100,0.025000,0.030000,0.004000,0.002500,57614,57514,3367,54247,29419,24828,54147,54.231570,6069,257191,48928
results/IRISC_P_dv3_R050_L54_N1296/ml_feedback/feedback_max_4_win/simulation.res,10000000,100,100,0.022500,0.030000,0.004000,0.002500,106089,105989,11899,94190,43613,50577,94090,46.303217,6657,368078,63878
results/IRISC_P_dv3_R050_L54_N1296/ml_feedback/feedback_max_4_win/simulation.res,10000000,100,100,0.020000,0.030000,0.004000,0.002500,374234,374134,75024,299210,116190,183020,299110,38.832258,13160,992407,154037
results/IRISC_P_dv3_R050_L54_N1296/ml_feedback/feedback_max_4_win/simulation.res,10000000,100,100,0.017500,0.030000,0.004000,0.002500,796188,796088,260916,535272,167704,367568,535172,31.330613,14412,1523923,205676
results/IRISC_P_dv3_R050_L54_N1296/ml_feedback/feedback_max_4_win/simulation.res,10000000,100,100,0.015000,0.030000,0.004000,0.002500,2319035,2318935,1133270,1185765,294606,891159,1185665,24.845226,19097,2915444,338440
results/IRISC_P_dv3_R050_L54_N1296/ml_feedback/feedback_max_4_win/simulation.res,10000000,100,100,0.012500,0.030000,0.004000,0.002500,10000000,9999909,6599524,3400476,660072,2740404,3400385,19.411165,31842,7226959,721784
results/IRISC_P_dv3_R050_L54_N1296/ml_feedback/feedback_max_4_win/simulation.res,10000000,100,100,0.010000,0.030000,0.004000,0.002500,10000000,9999955,8141326,1858674,281468,1577206,1858629,15.143484,10153,3418961,297053
results/IRISC_P_dv3_R050_L54_N1296/ml_feedback/feedback_max_4_win/simulation.res,10000000,100,100,0.007500,0.030000,0.004000,0.002500,10000000,9999994,9229360,770640,91079,679561,770634,11.818618,2160,1221781,93582
results/IRISC_P_dv3_R050_L54_N1296/ml_feedback/feedback_max_4_win/simulation.res,10000000,100,100,0.005000,0.030000,0.004000,0.002500,10000000,9999998,9796636,203364,18177,185187,203362,8.938160,264,276879,18409
