alpha,frames_tested,frames_feedback_success,gen,count,pct_among_feedback_success,cumulative_pct,is_overflow
0.030000,12546,947,1,187,19.746568,19.746568,0
0.030000,12546,947,2,138,14.572334,34.318902,0
0.030000,12546,947,3,93,9.820486,44.139388,0
0.030000,12546,947,4,88,9.292503,53.431890,0
0.030000,12546,947,5,67,7.074974,60.506864,0
0.030000,12546,947,6,56,5.913411,66.420275,0
0.030000,12546,947,7,44,4.646251,71.066526,0
0.030000,12546,947,8,56,5.913411,76.979937,0
0.030000,12546,947,9,31,3.273495,80.253432,0
0.030000,12546,947,10,26,2.745512,82.998944,0
0.030000,12546,947,11,23,2.428722,85.427666,0
0.030000,12546,947,12,21,2.217529,87.645195,0
0.030000,12546,947,13,28,2.956705,90.601901,0
0.030000,12546,947,14,24,2.534319,93.136220,0
0.030000,12546,947,15,19,2.006336,95.142555,0
0.030000,12546,947,16,11,1.161563,96.304118,0
0.030000,12546,947,17,9,0.950370,97.254488,0
0.030000,12546,947,18,10,1.055966,98.310454,0
0.030000,12546,947,19,9,0.950370,99.260824,0
0.030000,12546,947,20,7,0.739176,100.000000,0
0.027500,25601,1042,1,234,22.456814,22.456814,0
0.027500,25601,1042,2,139,13.339731,35.796545,0
0.027500,25601,1042,3,106,10.172745,45.969290,0
0.027500,25601,1042,4,82,7.869482,53.838772,0
0.027500,25601,1042,5,86,8.253359,62.092131,0
0.027500,25601,1042,6,61,5.854127,67.946257,0
0.027500,25601,1042,7,55,5.278311,73.224568,0
0.027500,25601,1042,8,51,4.894434,78.119002,0
0.027500,25601,1042,9,28,2.687140,80.806142,0
0.027500,25601,1042,10,44,4.222649,85.028791,0
0.027500,25601,1042,11,33,3.166987,88.195777,0
0.027500,25601,1042,12,25,2.399232,90.595010,0
0.027500,25601,1042,13,6,0.575816,91.170825,0
0.027500,25601,1042,14,20,1.919386,93.090211,0
0.027500,25601,1042,15,14,1.343570,94.433781,0
0.027500,25601,1042,16,21,2.015355,96.449136,0
0.027500,25601,1042,17,14,1.343570,97.792706,0
0.027500,25601,1042,18,8,0.767754,98.560461,0
0.027500,25601,1042,19,6,0.575816,99.136276,0
0.027500,25601,1042,20,9,0.863724,100.000000,0
0.025000,57614,1172,1,258,22.013652,22.013652,0
0.025000,57614,1172,2,156,13.310580,35.324232,0
0.025000,57614,1172,3,107,9.129693,44.453925,0
0.025000,57614,1172,4,114,9.726962,54.180887,0
0.025000,57614,1172,5,86,7.337884,61.518771,0
0.025000,57614,1172,6,53,4.522184,66.040956,0
0.025000,57614,1172,7,61,5.204778,71.245734,0
0.025000,57614,1172,8,57,4.863481,76.109215,0
0.025000,57614,1172,9,50,4.266212,80.375427,0
0.025000,57614,1172,10,40,3.412969,83.788396,0
0.025000,57614,1172,11,39,3.327645,87.116041,0
0.025000,57614,1172,12,27,2.303754,89.419795,0
0.025000,57614,1172,13,23,1.962457,91.382253,0
0.025000,57614,1172,14,22,1.877133,93.259386,0
0.025000,57614,1172,15,13,1.109215,94.368601,0
0.025000,57614,1172,16,14,1.194539,95.563140,0
0.025000,57614,1172,17,17,1.450512,97.013652,0
0.025000,57614,1172,18,14,1.194539,98.208191,0
0.025000,57614,1172,19,10,0.853242,99.061433,0
0.025000,57614,1172,20,11,0.938567,100.000000,0
0.022500,106089,1001,1,246,24.575425,24.575425,0
0.022500,106089,1001,2,154,15.384615,39.960040,0
0.022500,106089,1001,3,90,8.991009,48.951049,0
0.022500,106089,1001,4,91,9.090909,58.041958,0
0.022500,106089,1001,5,75,7.492507,65.534466,0
0.022500,106089,1001,6,56,5.594406,71.128871,0
0.022500,106089,1001,7,60,5.994006,77.122877,0
0.022500,106089,1001,8,46,4.595405,81.718282,0
0.022500,106089,1001,9,28,2.797203,84.515485,0
0.022500,106089,1001,10,32,3.196803,87.712288,0
0.022500,106089,1001,11,22,2.197802,89.910090,0
