result_file,nb_monte_carlo,max_iterations,nbframes_stop,alpha,alpha_max,alpha_min,alpha_step,frames_tested,frames_decoded_clean,frames_decoded_clean_without_ml_invocation,frames_with_ml_invocation,frames_with_applied_ml_escape,frames_with_ml_invocation_no_applied_escape,frames_with_ml_invocation_decoded_clean,applied_ml_escape_frame_rate_pct,total_stagnation_events,total_ml_predict_calls,total_applied_ml_escape_actions
results/IRISC_P_dv3_R050_L54_N1296/ml_feedback/feedback_max_3_win/simulation.res,10000000,100,100,0.030000,0.030000,0.004000,0.002500,15793,15693,185,15608,10783,4825,15508,69.086366,3633,118932,24767
results/IRISC_P_dv3_R050_L54_N1296/ml_feedback/feedback_max_3_win/simulation.res,10000000,100,100,0.027500,0.030000,0.004000,0.002500,35101,35001,980,34121,20942,13179,34021,61.375692,5311,201106,40682
results/IRISC_P_dv3_R050_L54_N1296/ml_feedback/feedback_max_3_win/simulation.res,10000000,100,100,0.025000,0.030000,0.004000,0.002500,60951,60851,3470,57481,31198,26283,57381,54.275326,6122,275066,52105
results/IRISC_P_dv3_R050_L54_N1296/ml_feedback/feedback_max_3_win/simulation.res,10000000,100,100,0.022500,0.030000,0.004000,0.002500,177070,176970,19900,157170,73312,83858,157070,46.645034,10917,621589,108004
results/IRISC_P_dv3_R050_L54_N1296/ml_feedback/feedback_max_3_win/simulation.res,10000000,100,100,0.020000,0.030000,0.004000,0.002500,418760,418660,84007,334753,129229,205524,334653,38.604284,14431,1117823,172291
results/IRISC_P_dv3_R050_L54_N1296/ml_feedback/feedback_max_3_win/simulation.res,10000000,100,100,0.017500,0.030000,0.004000,0.002500,884692,884592,289793,594899,186295,408604,594799,31.315400,16045,1701089,228993
results/IRISC_P_dv3_R050_L54_N1296/ml_feedback/feedback_max_3_win/simulation.res,10000000,100,100,0.015000,0.030000,0.004000,0.002500,3186286,3186186,1557170,1629116,405124,1223992,1629016,24.867720,26200,4009928,466187
results/IRISC_P_dv3_R050_L54_N1296/ml_feedback/feedback_max_3_win/simulation.res,10000000,100,100,0.012500,0.030000,0.004000,0.002500,10000000,9999908,6606267,3393733,660358,2733375,3393641,19.458160,32798,7222347,723424
results/IRISC_P_dv3_R050_L54_N1296/ml_feedback/feedback_max_3_win/simulation.res,10000000,100,100,0.010000,0.030000,0.004000,0.002500,10000000,9999976,8139727,1860273,283112,1577161,1860249,15.218842,10091,3422317,298958
results/IRISC_P_dv3_R050_L54_N1296/ml_feedback/feedback_max_3_win/simulation.res,10000000,100,100,0.007500,0.030000,0.004000,0.002500,10000000,9999999,9228126,771874,91345,680529,771873,11.834185,2158,1225044,93984
results/IRISC_P_dv3_R050_L54_N1296/ml_feedback/feedback_max_3_win/simulation.res,10000000,100,100,0.005000,0.030000,0.004000,0.002500,10000000,9999999,9795949,204051,18395,185656,204050,9.014903,244,278175,18619
