alpha,frame_index_alpha,frame_index_global,used_iterations,frame_bit_errors,is_codeword,ml_invoked,ml_calls_in_frame,error_vn_indices,error_vn_last5_energies,global_max_last5_energies,global_max_vn_indices_last5,ml_proposed_vn_indices,ml_proposed_error_overlap
0.020000,18074,18074,0,6,0,1,100,"57;191;503;1003;1077;1184","","","","57;1077;1184;503;325;1160;392;474;799;1075;464;408;766;795;1028;1183;222;191;699;987;1095;1;587;851;922;1286;111;550;829;935;1280","57;1077;1184;503;191"
0.020000,18125,18125,0,8,0,1,100,"74;212;362;481;517;758;1008;1143","","","","399;64;481;806;1028;1137;129;646;713;912;1222;102;494;786;1073;1174;517;1143;236;659;1001;1109;179;329;695;1017;1217;71;422;809;1042;205","481;517;1143"
0.020000,18175,18175,0,6,0,1,118,"98;170;490;686;782;1190","","","","782;73;341;480;1039;1176;94;429;457;1058;1167;490;395;98;1069;1170;408;436;761;1037;1146;424;519;757;1044;1145;686;178;974;1082;1190;263;668;990;206;356;372;759;1070;1153;104;185;274;694;984;1205;366;451;807;1064;1147;379;461;786;1062;1171","782;490;98;686;1190"
0.020000,18911,18911,0,8,0,1,100,"52;145;228;307;375;509;593;1017","","","","145;584;1238;729;874;415;323;616;735;873;1086;256;608;863;969;1260;1017;307;200;350;538;662;984;164;436;673;117;755;634;387;900;1210;228;556;835;941;1286;295;642;707;899;1112","145;1017;307;228"
0.020000,18991,18991,0,6,0,1,100,"117;199;238;295;661;938","","","","4;590;225;821;954;1246;322;545;327;605;703;891;1094;1289;854;925;117;387;295;755;900;1210;634;642;707;899;1112;228;556;835;941;1286","117;295"
0.020000,19433,19433,0,10,0,1,101,"107;380;381;388;442;477;767;1078;1156;1173","","","","101;1173;1174;454;1067;1150;382;464;789;1065;369;398;493;785;1072;756;95;363;448;804;1061;1144;430;458;783;1059;1168;392;487;779;1066;1167;381;1055;1156;1064;100;84;530;768;463;788;111;628;749;894;1204;477;1036;338;70;83;380;446;771;1047;418;529;767;1054;1155;351;436;792;1049;1186","1173;381;1156;477;380;767"
0.020000,19713,19713,0,4,0,1,170,"542;729;951;1272","","","","415;443;1136;729;874;1238;80;608;768;1044;1153;64;510;802;1035;145;139;317;610;867;1080;30;353;631;917;1120;1272;951;847;926;294;251;562;826;571;1261;542;1;818;1243;319;127;238;566;845;1242","729;1272;951;542"
0.020000,19937,19937,0,7,0,1,107,"83;306;429;529;771;1049;1058","","","","332;773;471;64;1030;1167;182;520;698;1020;1220;9;610;708;896;1099;163;248;529;367;501;679;1001;1201;306;435;672;1016;1237;1013;1121;671;83;771;446;1049;1047;1156;380;418;767;1054;1155;351;1186;436;792;1058;360;429;801;1141;94;92;457;782;87;384;533;445;1159;166;251;532;674;1124;178;328;516;694;1216;249;530;1014;1122;164;494;994;1194;210","529;306;83;771;1049;1058;429"
0.020000,20390,20390,0,6,0,1,101,"253;553;696;832;1018;1257","","","","901;118;709;635;702;1211;119;297;644;388;1114;14;337;615;713;1104;900;708;336;634;755;1210;296;643;117;1113;13;387;614;712;1103;20;1262;719;837;970;284;241;552;816;941;1251;343;621;561;907;1110;36;257;568;832;957;1267;300;577;853;932;1278;359;637;735;869;1126;253;1257;1018;676;168;32;564;828;953;1263;142;581;860;966;534","832;253;1257;1018"
0.020000,20616,20616,0,7,0,1,100,"39;132;541;571;580;859;926","","","","243;132;571;850;956;1247;22;554;818;943;1253;212;524;666;1008;1116","132;571"
