result_file,nb_monte_carlo,max_iterations,nbframes_stop,alpha,alpha_max,alpha_min,alpha_step,total_stagnation_events,total_ml_counterfactual_skips,total_ml_predict_calls,total_applied_ml_escape_actions,total_bits_corrected_by_ml,frames_tested,frames_decoded_clean,frames_decoded_clean_without_ml_invocation,frames_with_ml_invocation,failed_frames_with_ml_invocation,failed_frames_without_ml_invocation,frames_with_applied_ml_escape,applied_ml_escape_actions_in_clean_frames,applied_ml_escape_actions_in_clean_frames_pct,min_ml_calls_per_ml_invoked_frame,max_ml_calls_per_ml_invoked_frame,avg_ml_calls_per_ml_invoked_frame,min_corrected_bits_per_frame_with_applied_ml_escape,max_corrected_bits_per_frame_with_applied_ml_escape,avg_corrected_bits_per_frame_with_applied_ml_escape
results/IRISC_P_dv3_R050_L54_N1296/ml_feedback/feedback_max_5_win/simulation.res,10000000,100,100,0.002500,0.030000,0.004000,0.002500,106507,0,17067249,1848374,1858943,41951537,41950698,34134971,7816566,1840785,839,0,0.000000,4636708399561115913,1,0.000000,4612099159491303036,0,0.000000
