alpha,frames_tested,frames_feedback_success,gen,count,pct_among_feedback_success,cumulative_pct,is_overflow
0.030000,4834,1314,1,310,23.592085,23.592085,0
0.030000,4834,1314,2,169,12.861492,36.453577,0
0.030000,4834,1314,3,114,8.675799,45.129376,0
0.030000,4834,1314,4,101,7.686454,52.815830,0
0.030000,4834,1314,5,75,5.707763,58.523592,0
0.030000,4834,1314,6,71,5.403349,63.926941,0
0.030000,4834,1314,7,59,4.490107,68.417047,0
0.030000,4834,1314,8,53,4.033486,72.450533,0
0.030000,4834,1314,9,35,2.663623,75.114155,0
0.030000,4834,1314,10,38,2.891933,78.006088,0
0.030000,4834,1314,11,22,1.674277,79.680365,0
0.030000,4834,1314,12,36,2.739726,82.420091,0
0.030000,4834,1314,13,38,2.891933,85.312024,0
0.030000,4834,1314,14,16,1.217656,86.529680,0
0.030000,4834,1314,15,21,1.598174,88.127854,0
0.030000,4834,1314,16,20,1.522070,89.649924,0
0.030000,4834,1314,17,18,1.369863,91.019787,0
0.030000,4834,1314,18,20,1.522070,92.541857,0
0.030000,4834,1314,19,11,0.837139,93.378995,0
0.030000,4834,1314,20,14,1.065449,94.444444,0
0.030000,4834,1314,21,14,1.065449,95.509893,0
0.030000,4834,1314,22,13,0.989346,96.499239,0
0.030000,4834,1314,23,8,0.608828,97.108067,0
0.030000,4834,1314,24,8,0.608828,97.716895,0
0.030000,4834,1314,25,7,0.532725,98.249619,0
0.030000,4834,1314,26,10,0.761035,99.010654,0
0.030000,4834,1314,27,3,0.228311,99.238965,0
0.030000,4834,1314,28,5,0.380518,99.619482,0
0.030000,4834,1314,29,2,0.152207,99.771689,0
0.030000,4834,1314,30,3,0.228311,100.000000,0
0.027500,8197,1474,1,366,24.830393,24.830393,0
0.027500,8197,1474,2,198,13.432836,38.263229,0
0.027500,8197,1474,3,124,8.412483,46.675712,0
0.027500,8197,1474,4,80,5.427408,52.103121,0
0.027500,8197,1474,5,89,6.037992,58.141113,0
0.027500,8197,1474,6,71,4.816825,62.957938,0
0.027500,8197,1474,7,82,5.563094,68.521031,0
0.027500,8197,1474,8,67,4.545455,73.066486,0
0.027500,8197,1474,9,36,2.442334,75.508820,0
0.027500,8197,1474,10,54,3.663501,79.172320,0
0.027500,8197,1474,11,41,2.781547,81.953867,0
0.027500,8197,1474,12,29,1.967436,83.921303,0
